,first_name,last_name,State,Product,NRx_Month_1,NRx_Month_2,NRx_Month_3,NRx_Month_4,NRx_Month_5,NRx_Month_6,TRx_Month_1,TRx_Month_2,TRx_Month_3,TRx_Month_4,TRx_Month_5,TRx_Month_6,TRx_Total
23,Shea,Sarten,District of Columbia,Zap-a-Pain,3,1,6,15,4,4,160,123,156,75,138,168,820.0
24,Bil,Perulli,Florida,Zap-a-Pain,11,3,10,6,4,8,166,86,119,191,130,128,820.0
25,Jacqui,Mayston,Ohio,Zap-a-Pain,9,17,3,0,11,12,111,82,166,152,155,153,819.0
26,Odey,McChesney,Minnesota,Zap-a-Pain,17,6,17,9,3,14,139,188,70,132,191,92,812.0
27,Wheeler,Capes,California,Zap-a-Pain,4,6,18,20,4,20,69,158,79,108,199,196,809.0
28,Mischa,Hebblewhite,Florida,Zap-a-Pain,0,12,16,4,14,2,58,157,179,191,63,161,809.0
29,Sherm,Selcraig,Connecticut,Zap-a-Pain,0,3,18,0,14,2,187,139,143,138,56,144,807.0
30,Hasheem,Cubbino,California,Zap-a-Pain,8,13,16,3,17,0,141,156,124,167,177,39,804.0
31,Taddeo,McCullum,Connecticut,Zap-a-Pain,0,17,2,11,18,2,154,184,3,129,163,170,803.0
32,Gusta,Alesin,Indiana,Zap-a-Pain,0,15,15,14,18,2,197,61,109,98,198,140,803.0
33,Justen,Dring,Texas,Zap-a-Pain,15,5,18,17,4,15,183,85,130,158,62,182,800.0
34,Gigi,Ashburne,California,Zap-a-Pain,17,5,14,13,12,3,181,79,107,55,178,197,797.0
35,Renelle,Galfour,Texas,Zap-a-Pain,0,15,13,11,11,14,20,169,179,78,188,161,795.0
36,Panchito,Jerrome,California,Zap-a-Pain,16,1,8,11,15,19,64,64,196,198,157,115,794.0
37,Claudine,Kempstone,Utah,Zap-a-Pain,16,1,15,4,6,4,121,105,113,105,188,158,790.0
38,Fiann,Bockman,Florida,Zap-a-Pain,13,18,1,4,10,14,174,84,104,60,167,198,787.0
39,Kaia,Truse,Massachusetts,Zap-a-Pain,14,11,2,8,10,15,126,169,142,144,145,57,783.0
40,Rivy,Paulillo,Oklahoma,Zap-a-Pain,6,6,8,2,0,16,156,2,140,153,149,183,783.0
41,Shem,Kither,Ohio,Zap-a-Pain,6,11,5,20,19,16,170,97,156,8,184,167,782.0
42,Caz,Bloodworthe,North Carolina,Zap-a-Pain,9,9,19,18,4,0,110,159,182,20,143,166,780.0
43,Bambie,Harce,Virginia,Zap-a-Pain,3,13,9,18,0,18,74,200,196,134,77,95,776.0
44,Adria,Ayscough,Virginia,Zap-a-Pain,15,16,3,20,19,13,188,157,129,61,44,194,773.0
45,Onfroi,Rowbottom,Vermont,Zap-a-Pain,6,1,10,17,19,9,182,106,43,146,188,108,773.0
46,Andras,Brewood,Michigan,Zap-a-Pain,13,10,14,19,10,6,144,74,147,104,161,142,772.0
47,Sheri,Batchellor,Virginia,Zap-a-Pain,10,8,2,7,0,20,58,125,171,122,136,160,772.0
48,Shanon,Le Grand,District of Columbia,Zap-a-Pain,10,4,14,10,19,0,183,136,70,7,177,182,755.0
49,Puff,Tatterton,Pennsylvania,Zap-a-Pain,11,10,12,3,3,20,70,186,48,180,176,89,749.0
50,Ruby,Rasmus,Texas,Zap-a-Pain,2,1,17,4,9,17,27,100,67,193,184,178,749.0
51,Zelda,Bridgwood,District of Columbia,Zap-a-Pain,16,11,1,8,15,9,198,29,146,60,117,198,748.0
52,Nico,Stirman,Florida,Zap-a-Pain,10,14,7,15,0,1,173,136,111,2,166,159,747.0
53,Murdock,Polden,Texas,Zap-a-Pain,13,3,0,5,10,2,106,175,11,145,155,155,747.0
54,Tremain,Solomon,North Carolina,Zap-a-Pain,14,16,1,20,13,20,200,194,13,137,63,138,745.0
55,Gillie,Rivlin,Illinois,Zap-a-Pain,18,6,11,15,12,14,63,128,44,193,128,189,745.0
56,Raffaello,Kennsley,Arkansas,Zap-a-Pain,7,0,9,1,20,19,38,65,192,176,128,146,745.0
57,Andrey,Louis,California,Zap-a-Pain,4,3,1,4,2,17,186,33,49,114,183,177,742.0
58,Gaven,Trevillion,Colorado,Zap-a-Pain,18,7,5,12,14,6,104,170,128,80,194,65,741.0
59,Zaria,Lidgley,Louisiana,Zap-a-Pain,16,15,18,4,8,19,29,192,193,67,178,82,741.0
60,Alix,Bitchener,Georgia,Zap-a-Pain,3,12,19,2,0,6,117,131,192,25,116,159,740.0
61,Gabi,De la Eglise,Colorado,Zap-a-Pain,10,8,11,5,12,5,69,124,181,77,108,180,739.0
62,Ozzie,Gaskal,New York,Zap-a-Pain,14,15,3,19,10,5,140,104,198,132,113,51,738.0
63,Starla,Baldetti,Nebraska,Zap-a-Pain,8,19,5,7,9,9,158,176,60,182,152,10,738.0
64,Whitman,Duiged,California,Zap-a-Pain,9,4,10,9,8,10,27,58,130,192,145,186,738.0
65,Spense,Scudamore,Tennessee,Zap-a-Pain,0,6,17,7,13,17,119,16,189,131,197,85,737.0
66,Rafaela,Warfield,Alabama,Zap-a-Pain,20,1,19,4,5,18,116,168,183,170,72,27,736.0
67,Ricardo,Spira,Virginia,Zap-a-Pain,19,6,4,4,0,10,132,129,175,16,130,154,736.0
68,Dareen,Musla,Tennessee,Zap-a-Pain,10,19,17,15,16,18,58,164,131,83,164,136,736.0
69,Nanine,Monckman,Kentucky,Zap-a-Pain,13,16,5,11,5,0,168,137,196,47,94,92,734.0
70,Xavier,Pascoe,Illinois,Zap-a-Pain,9,17,16,1,3,8,3,161,144,199,197,30,734.0
71,Geoffrey,D'Souza,California,Zap-a-Pain,0,2,1,15,16,10,116,130,38,83,184,183,734.0
72,Kirbee,Shadrach,Louisiana,Zap-a-Pain,0,15,2,11,4,15,5,138,158,123,167,139,730.0
73,Ches,Klimus,Illinois,Zap-a-Pain,6,12,16,5,4,16,124,166,179,108,75,76,728.0
74,Lucine,Beaten,New York,Zap-a-Pain,16,5,13,17,20,20,102,77,167,142,61,179,728.0
75,Silvio,Riepel,Tennessee,Zap-a-Pain,11,14,11,4,5,2,32,185,56,107,159,187,726.0
76,Hoebart,Karran,Illinois,Zap-a-Pain,17,15,19,8,16,0,143,56,133,154,193,45,724.0
77,Marina,MacGown,Texas,Zap-a-Pain,10,13,3,16,0,1,97,165,94,176,40,152,724.0
78,Bernard,Lillee,Texas,Zap-a-Pain,11,1,13,2,2,16,194,35,146,166,141,41,723.0
79,Alexandrina,Biesty,Pennsylvania,Zap-a-Pain,19,11,7,5,8,20,3,136,133,199,198,54,723.0
80,Kelcey,Lonie,Texas,Zap-a-Pain,7,19,10,19,8,8,189,70,180,139,16,127,721.0
81,Issy,Olufsen,New York,Zap-a-Pain,5,7,8,7,5,11,94,174,91,199,157,6,721.0
82,Garrek,Agastina,Arizona,Zap-a-Pain,7,2,19,0,14,9,128,171,78,129,65,149,720.0
83,Perl,Lydon,Florida,Zap-a-Pain,13,17,9,17,7,16,115,130,131,70,100,173,719.0
84,Winnah,Bridal,District of Columbia,Zap-a-Pain,14,4,12,19,18,17,124,31,134,129,159,139,716.0
85,Vassily,Feaks,Wisconsin,Zap-a-Pain,4,4,0,17,0,14,177,173,20,76,97,173,716.0
86,Flossi,Bakewell,Pennsylvania,Zap-a-Pain,8,20,5,7,1,4,165,51,142,74,156,127,715.0
87,Dun,Spain,Pennsylvania,Zap-a-Pain,12,18,17,0,1,8,176,27,151,134,44,179,711.0
88,Duky,Oakley,Oregon,Zap-a-Pain,13,2,9,5,9,13,44,134,116,77,147,192,710.0
89,Gregory,Nibloe,Nevada,Zap-a-Pain,5,4,19,16,0,20,29,195,107,170,164,44,709.0
90,Uri,Burrett,Iowa,Zap-a-Pain,8,1,8,9,13,12,3,179,11,173,190,148,704.0
91,Leif,Van den Oord,Virginia,Zap-a-Pain,0,3,19,4,0,18,107,134,130,23,116,193,703.0
92,Becki,Howford,California,Zap-a-Pain,0,10,8,4,18,8,170,180,28,32,187,104,701.0
93,Lombard,Hardi,Connecticut,Zap-a-Pain,0,9,17,12,12,7,164,174,63,128,47,125,701.0
94,Clarice,Howard,North Carolina,Zap-a-Pain,19,20,12,13,7,18,151,116,37,157,42,198,701.0
95,Leah,Brashier,Utah,Zap-a-Pain,10,4,19,1,11,6,40,67,89,162,193,149,700.0
96,Laurie,McRory,Arkansas,Zap-a-Pain,20,13,9,19,0,6,49,192,68,9,181,200,699.0
97,Sula,Whatsize,Hawaii,Zap-a-Pain,5,8,9,18,16,6,49,24,115,196,180,135,699.0
98,Sal,Hastings,Illinois,Zap-a-Pain,19,16,19,15,11,11,196,6,195,200,81,17,695.0
99,Lona,Ferschke,District of Columbia,Zap-a-Pain,7,1,18,12,5,12,30,25,193,160,153,130,691.0
100,Dee dee,Glede,New York,Zap-a-Pain,14,10,2,4,2,9,141,120,86,31,197,115,690.0
101,Dedie,Fike,Connecticut,Zap-a-Pain,15,10,19,0,19,1,192,97,187,36,114,59,685.0
102,Stevy,Simionescu,Texas,Zap-a-Pain,7,2,15,2,12,8,96,158,177,46,56,152,685.0
103,Ethelda,Roderighi,Arkansas,Zap-a-Pain,16,11,2,10,12,2,126,92,157,153,150,6,684.0
104,Billi,Parlott,Kansas,Zap-a-Pain,19,20,15,13,18,7,110,134,112,91,194,40,681.0
105,Merle,Woolmington,California,Zap-a-Pain,7,16,14,2,14,3,140,200,119,192,17,13,681.0
106,Loni,Dominici,California,Zap-a-Pain,17,3,14,3,9,18,196,34,17,197,174,62,680.0
107,Con,Habershon,Missouri,Zap-a-Pain,17,0,2,20,17,20,22,158,176,82,152,90,680.0
108,Fredra,Ugolotti,Maryland,Zap-a-Pain,5,3,11,5,9,19,111,163,82,28,139,156,679.0
109,Ingrid,Messer,Texas,Zap-a-Pain,19,12,1,9,9,7,90,126,176,39,50,198,679.0
110,Chickie,Livings,Utah,Zap-a-Pain,18,0,7,1,17,14,68,8,141,128,173,160,678.0
111,Dorian,Reeme,Indiana,Zap-a-Pain,6,3,2,15,6,2,186,168,29,180,56,56,675.0
112,Arlee,Sowrey,Virginia,Zap-a-Pain,3,4,4,12,6,3,28,193,145,190,18,99,673.0
113,Genevra,Simmonett,Alabama,Zap-a-Pain,2,4,10,6,12,1,166,155,38,49,170,95,673.0
114,Allsun,Erb,Indiana,Zap-a-Pain,19,13,19,12,18,9,108,72,25,190,198,78,671.0
115,Barnie,Averill,South Dakota,Zap-a-Pain,18,19,0,19,4,13,27,141,178,175,5,145,671.0
116,Mair,Mintoft,Missouri,Zap-a-Pain,13,8,2,8,14,16,90,130,114,41,122,172,669.0
117,Darlene,Easun,Texas,Zap-a-Pain,2,12,19,9,15,20,27,199,187,85,153,16,667.0
118,Zedekiah,Soulsby,Florida,Zap-a-Pain,17,17,11,6,16,16,100,144,105,26,121,171,667.0
119,Levy,Inkpin,Florida,Zap-a-Pain,11,16,0,18,12,4,75,179,83,146,39,144,666.0
120,Ethelda,Brandreth,Texas,Zap-a-Pain,1,14,2,18,7,6,164,31,164,139,27,141,666.0
121,Gabriella,Bister,Michigan,Zap-a-Pain,14,20,6,8,13,4,163,185,160,19,64,74,665.0
122,Kit,de Guerre,New York,Zap-a-Pain,5,11,6,14,7,15,53,92,64,185,109,156,659.0
123,Vince,Fagge,Indiana,Zap-a-Pain,13,7,0,13,2,14,110,200,159,144,19,27,659.0
124,Tore,St Ledger,Indiana,Zap-a-Pain,10,2,1,13,4,13,107,38,81,98,140,195,659.0
125,Alan,Lambshine,Arizona,Zap-a-Pain,6,8,1,12,15,0,143,142,89,133,142,10,659.0
126,Barbaraanne,Juszczyk,Alaska,Zap-a-Pain,20,16,14,18,10,16,147,131,152,27,173,26,656.0
127,Vivienne,Dubock,Washington,Zap-a-Pain,3,0,20,9,17,2,14,107,198,118,57,162,656.0
128,Venita,Hilling,District of Columbia,Zap-a-Pain,19,16,15,14,2,12,164,147,46,167,57,74,655.0
129,Benni,Clericoates,Texas,Zap-a-Pain,20,11,13,14,7,15,39,111,198,117,177,12,654.0
130,Nicoli,Briffett,Colorado,Zap-a-Pain,13,6,3,4,3,15,183,152,130,2,117,69,653.0
131,Joline,Gooda,California,Zap-a-Pain,2,16,11,10,15,3,16,198,55,134,51,199,653.0
132,Cahra,Shippard,Texas,Zap-a-Pain,6,0,13,6,18,10,77,186,134,20,91,145,653.0
133,Euell,Skym,Indiana,Zap-a-Pain,13,5,17,9,13,8,76,151,174,56,35,160,652.0
134,Hillary,Novakovic,Nebraska,Zap-a-Pain,17,1,15,20,14,13,177,59,180,92,59,83,650.0
135,Angelica,Ferrierio,California,Zap-a-Pain,6,10,3,20,16,8,137,33,133,160,112,75,650.0
136,Theodore,Reiglar,Delaware,Zap-a-Pain,8,2,14,19,20,3,41,60,146,103,156,144,650.0
137,Sherwin,Pittman,Oklahoma,Zap-a-Pain,17,15,20,3,19,18,50,139,123,32,118,185,647.0
138,Ronda,Burridge,Iowa,Zap-a-Pain,0,0,13,5,8,6,81,128,64,100,171,102,646.0
139,Harmony,Peltz,New York,Zap-a-Pain,7,3,11,18,15,8,130,189,9,189,36,92,645.0
140,Faydra,Brimilcombe,California,Zap-a-Pain,14,5,13,8,2,2,83,72,142,152,35,161,645.0
141,Carita,Reolfi,South Carolina,Zap-a-Pain,4,11,4,0,9,11,133,122,188,108,79,13,643.0
142,Jeanna,Haack,California,Zap-a-Pain,15,5,15,14,0,6,149,69,75,197,73,77,640.0
143,Aveline,Muriel,Texas,Zap-a-Pain,17,19,19,8,18,16,77,137,132,67,54,172,639.0
144,Dur,de Clercq,Texas,Zap-a-Pain,4,3,11,19,9,0,136,187,20,112,137,47,639.0
145,Grantley,Churchouse,Kansas,Zap-a-Pain,15,5,5,0,9,3,142,143,26,69,77,182,639.0
146,Molli,Menpes,Nevada,Zap-a-Pain,15,12,20,17,3,11,116,23,193,198,18,89,637.0
147,Violette,Drinnan,Oklahoma,Zap-a-Pain,9,7,0,0,5,2,140,196,52,49,175,23,635.0
148,Ketty,Breffitt,California,Zap-a-Pain,18,0,8,6,4,16,25,38,36,191,160,185,635.0
149,Suzann,Beneze,Massachusetts,Zap-a-Pain,16,4,15,16,1,12,133,158,88,13,125,117,634.0
150,Gordy,Waggitt,Delaware,Zap-a-Pain,8,16,14,2,9,12,136,96,94,31,83,193,633.0
151,Ferguson,Savege,Alabama,Zap-a-Pain,2,10,13,17,2,7,108,135,159,21,136,74,633.0
152,Molli,Kurth,Texas,Zap-a-Pain,10,3,5,19,17,12,145,51,138,129,10,160,633.0
153,Neill,Fulks,Texas,Zap-a-Pain,2,6,11,0,7,20,141,26,171,140,82,73,633.0
154,Lorrin,Battlestone,Louisiana,Zap-a-Pain,3,6,6,10,20,16,120,170,111,15,189,27,632.0
155,Tim,Quincey,Texas,Zap-a-Pain,16,12,6,11,11,4,160,174,112,119,14,52,631.0
156,Laird,Mattiazzo,Washington,Zap-a-Pain,6,19,17,19,6,0,11,101,175,150,53,141,631.0
157,Patti,Antoniak,Pennsylvania,Zap-a-Pain,7,10,13,14,0,16,42,79,121,199,50,135,626.0
158,Worthington,Geoghegan,Indiana,Zap-a-Pain,18,14,9,10,18,7,59,34,10,163,191,168,625.0
159,Rochester,Catterson,Illinois,Zap-a-Pain,0,18,7,19,13,2,85,155,5,58,173,149,625.0
160,Wiatt,Goodding,New York,Zap-a-Pain,19,13,17,14,16,15,191,142,67,71,134,20,625.0
161,Rem,Wain,District of Columbia,Zap-a-Pain,17,10,0,20,2,1,113,112,180,140,32,48,625.0
162,Caren,Dodell,Louisiana,Zap-a-Pain,3,9,18,7,4,11,63,3,197,178,101,82,624.0
163,Vinita,Itzhayek,New York,Zap-a-Pain,19,2,17,13,1,18,150,187,136,84,47,18,622.0
164,Aaren,Polin,Massachusetts,Zap-a-Pain,6,16,0,1,10,1,10,178,110,55,112,156,621.0
165,Rhetta,Bristoe,Texas,Zap-a-Pain,0,1,13,5,17,7,119,96,73,81,137,112,618.0
166,Korella,Whitten,Missouri,Zap-a-Pain,8,3,17,6,8,20,7,178,23,91,196,123,618.0
167,Heath,Lonsbrough,California,Zap-a-Pain,11,18,12,19,6,10,145,104,8,111,58,191,617.0
168,Cassandry,Houseago,Wisconsin,Zap-a-Pain,18,17,8,13,12,16,42,127,185,11,179,71,615.0
169,Elka,Tupper,Texas,Zap-a-Pain,16,15,6,20,10,15,123,34,41,45,180,191,614.0
170,Noelle,Glazebrook,Colorado,Zap-a-Pain,7,16,4,4,2,5,140,149,62,47,181,33,612.0
171,Muhammad,Abbots,California,Zap-a-Pain,5,1,15,12,14,1,96,131,198,64,57,65,611.0
172,Kendall,Rippin,New York,Zap-a-Pain,7,7,18,19,5,15,167,149,79,105,77,34,611.0
173,Giustina,Iwanicki,Colorado,Zap-a-Pain,5,7,19,6,10,4,93,195,115,135,11,61,610.0
174,Aubrey,Lyddiard,Texas,Zap-a-Pain,2,19,14,11,2,16,92,108,172,20,89,129,610.0
175,Barbara-anne,Goldby,Florida,Zap-a-Pain,17,20,0,2,13,12,26,170,148,66,125,74,609.0
176,Stefa,Joron,Arizona,Zap-a-Pain,14,19,19,20,15,13,9,165,105,177,119,34,609.0
177,Tim,Lafond,District of Columbia,Zap-a-Pain,4,4,2,3,1,1,113,46,139,107,158,45,608.0
178,Glendon,Axe,Ohio,Zap-a-Pain,5,20,12,13,10,9,167,36,63,197,5,139,607.0
179,Ramsay,Pettendrich,Florida,Zap-a-Pain,12,4,4,10,20,1,198,108,176,36,60,29,607.0
180,Donia,Henworth,Pennsylvania,Zap-a-Pain,9,3,18,14,1,10,56,31,104,69,178,167,605.0
181,Lucita,Bazelle,California,Zap-a-Pain,1,0,12,11,1,1,86,76,7,195,138,101,603.0
182,Kathie,Longshaw,Ohio,Zap-a-Pain,9,15,10,10,3,9,36,107,120,146,80,111,600.0
183,Evered,Tofts,Ohio,Zap-a-Pain,15,4,4,2,13,4,85,77,19,114,178,126,599.0
184,Heddi,Liveing,Indiana,Zap-a-Pain,7,13,4,16,12,17,177,74,22,162,130,34,599.0
185,Gothart,Skelton,Ohio,Zap-a-Pain,20,6,0,7,14,1,139,11,199,108,124,18,599.0
186,Mattheus,Ratchford,Texas,Zap-a-Pain,15,7,9,19,11,8,138,21,100,146,2,190,597.0
187,Wally,Noteyoung,Tennessee,Zap-a-Pain,9,15,14,6,19,16,62,115,65,179,41,135,597.0
188,Erin,Jozef,Nevada,Zap-a-Pain,9,1,3,17,9,16,159,191,123,25,9,89,596.0
189,Yehudit,Vlasov,Colorado,Zap-a-Pain,13,3,13,17,5,6,164,6,91,165,169,0,595.0
190,Julianna,Libero,Connecticut,Zap-a-Pain,14,12,9,5,13,6,139,74,178,115,61,27,594.0
191,Boony,Vann,New York,Zap-a-Pain,19,16,7,8,19,7,164,96,49,26,191,68,594.0
192,Austine,Sybe,California,Zap-a-Pain,1,8,1,8,1,11,78,142,109,88,70,106,593.0
193,Silvia,Peres,Nevada,Zap-a-Pain,2,13,10,0,20,12,178,38,105,92,50,129,592.0
194,Riannon,Bastick,South Dakota,Zap-a-Pain,10,17,16,20,16,15,169,105,67,107,45,97,590.0
195,Brandy,Gervaise,Pennsylvania,Zap-a-Pain,0,6,5,19,14,10,7,171,21,122,81,186,588.0
196,Bren,Frood,Missouri,Zap-a-Pain,15,13,10,18,2,11,79,125,86,19,186,92,587.0
197,Sissy,Lynnett,Minnesota,Zap-a-Pain,8,19,5,16,20,19,126,87,106,73,59,136,587.0
198,Maighdiln,Conrath,New York,Zap-a-Pain,3,20,16,7,15,18,137,66,84,2,124,173,586.0
199,Barb,Huriche,Louisiana,Zap-a-Pain,6,12,4,6,18,20,192,26,158,87,5,118,586.0
200,Brittney,Chastan,Texas,Zap-a-Pain,12,8,19,20,3,19,181,59,105,41,68,131,585.0
201,Tedie,Kenrick,Missouri,Zap-a-Pain,4,5,11,15,14,19,191,43,2,85,71,192,584.0
202,Helaine,Thaim,Utah,Zap-a-Pain,9,12,18,16,14,10,38,127,23,119,169,103,579.0
203,Aggy,Richley,New York,Zap-a-Pain,13,8,6,1,5,16,74,29,169,164,12,131,579.0
204,Frank,Matitiaho,California,Zap-a-Pain,17,1,20,13,5,8,70,109,47,95,92,166,579.0
205,Isiahi,Dowd,Tennessee,Zap-a-Pain,6,4,8,0,0,1,125,46,162,175,64,7,579.0
206,Nobie,Le Port,Florida,Zap-a-Pain,5,17,9,10,19,16,97,19,155,109,164,33,577.0
207,Jamesy,Soares,Illinois,Zap-a-Pain,2,19,6,8,9,12,4,35,111,118,138,171,577.0
208,Willey,Goodbourn,Louisiana,Zap-a-Pain,1,18,8,1,2,3,186,46,108,16,116,103,575.0
209,Rustin,Kleynermans,Arizona,Zap-a-Pain,17,5,4,15,10,10,139,95,132,51,9,148,574.0
210,Alisa,Giottini,Arizona,Zap-a-Pain,11,17,2,6,18,13,69,45,116,67,105,171,573.0
211,Hayward,Barclay,Virginia,Zap-a-Pain,5,0,5,1,15,9,97,75,120,52,154,74,572.0
212,Brit,Meo,Nevada,Zap-a-Pain,2,16,5,2,19,12,109,152,38,23,184,63,569.0
213,Granville,Lydford,North Carolina,Zap-a-Pain,15,19,3,17,5,0,63,35,142,154,132,43,569.0
214,Cross,Lashbrook,Florida,Zap-a-Pain,0,5,13,12,11,15,44,78,84,186,67,110,569.0
215,Kynthia,Treend,Texas,Zap-a-Pain,12,15,10,20,4,14,17,26,182,171,36,136,568.0
216,Wyn,Biaggiotti,Maryland,Zap-a-Pain,15,20,20,8,16,2,192,158,75,80,30,33,568.0
217,Etta,Pfeffer,Florida,Zap-a-Pain,12,8,13,2,11,20,146,81,63,180,9,88,567.0
218,Ferrell,Pendrid,Alabama,Zap-a-Pain,2,13,11,11,11,18,107,85,57,15,148,154,566.0
219,Lauren,Spolton,Ohio,Zap-a-Pain,5,5,1,18,7,2,161,10,70,146,46,132,565.0
220,Annissa,Quiney,Texas,Zap-a-Pain,4,11,14,13,8,7,9,158,169,3,88,137,564.0
221,Clim,Stanbury,Arizona,Zap-a-Pain,5,16,3,9,19,13,10,150,149,35,70,149,563.0
222,Bev,Merrell,Maryland,Zap-a-Pain,15,10,11,10,3,4,15,177,31,178,38,123,562.0
223,Jolynn,Polhill,New Jersey,Zap-a-Pain,10,10,3,0,1,19,70,72,185,46,130,58,561.0
224,Felice,Stobart,California,Zap-a-Pain,20,0,5,2,7,17,129,53,55,179,124,21,561.0
225,Phip,Wickenden,North Carolina,Zap-a-Pain,19,20,11,8,20,5,152,10,72,107,82,135,558.0
226,Faydra,Campo,California,Zap-a-Pain,19,3,18,5,6,0,152,163,120,57,64,1,557.0
227,Livvy,Greg,Colorado,Zap-a-Pain,14,16,7,11,13,11,108,168,55,42,47,135,555.0
228,Mehetabel,Dugue,Washington,Zap-a-Pain,10,9,9,17,20,11,193,166,9,43,113,31,555.0
229,Lane,Crut,California,Zap-a-Pain,20,17,0,5,15,10,82,179,3,128,9,154,555.0
230,Shelley,Groomebridge,Colorado,Zap-a-Pain,16,16,5,4,17,9,191,42,103,104,109,4,553.0
231,Rita,Sherreard,Florida,Zap-a-Pain,3,3,8,13,7,13,64,196,52,156,21,64,553.0
232,Doris,Fullilove,Delaware,Zap-a-Pain,6,19,8,19,10,7,85,89,135,93,80,69,551.0
233,Karil,Kunisch,Massachusetts,Zap-a-Pain,5,6,4,4,10,19,109,59,84,103,155,41,551.0
234,Arron,Rentoll,Nebraska,Zap-a-Pain,11,4,14,7,8,20,10,115,95,65,190,76,551.0
235,Sheridan,Blick,Texas,Zap-a-Pain,12,4,12,7,11,2,57,107,45,70,109,161,549.0
236,Revkah,Mattacks,Colorado,Zap-a-Pain,17,12,14,11,16,7,30,95,185,37,161,39,547.0
237,Conney,Wynn,Texas,Zap-a-Pain,13,18,11,15,16,20,111,50,148,193,30,14,546.0
238,Quintina,Bleacher,Nevada,Zap-a-Pain,5,8,3,15,19,8,159,140,17,119,67,44,546.0
239,Lyndsie,Doale,Michigan,Zap-a-Pain,5,13,19,20,1,5,16,110,93,12,192,122,545.0
240,Jonathan,Eddowes,Missouri,Zap-a-Pain,2,16,8,10,12,14,152,121,21,83,90,77,544.0
241,Morgan,Gerald,North Carolina,Zap-a-Pain,6,17,19,8,12,8,154,6,24,74,185,100,543.0
242,Paolina,Segoe,District of Columbia,Zap-a-Pain,16,9,0,20,4,13,33,47,108,85,107,163,543.0
243,Gamaliel,Jehu,Colorado,Zap-a-Pain,15,12,0,14,10,19,88,99,45,98,29,184,543.0
244,Jody,Salzen,Mississippi,Zap-a-Pain,15,11,4,18,15,16,116,41,38,100,118,126,539.0
245,Sloane,Hallworth,Virginia,Zap-a-Pain,19,17,13,18,3,4,47,106,68,174,115,29,539.0
246,Ignace,Morby,Georgia,Zap-a-Pain,20,20,17,11,9,17,51,84,32,159,38,174,538.0
247,Henka,Roches,Minnesota,Zap-a-Pain,8,2,19,4,4,4,185,30,168,62,29,63,537.0
248,Allsun,Righy,District of Columbia,Zap-a-Pain,0,0,0,0,13,12,155,32,152,33,30,134,536.0
