,first_name,last_name,State,Product,NRx_Month_1,NRx_Month_2,NRx_Month_3,NRx_Month_4,NRx_Month_5,NRx_Month_6,TRx_Month_1,TRx_Month_2,TRx_Month_3,TRx_Month_4,TRx_Month_5,TRx_Month_6,TRx_Total
41,Dulcea,Wipfler,Ohio,Nova-itch,16,11,19,7,7,5,28,186,134,158,99,70,675.0
42,Sargent,Sepey,Nevada,Nova-itch,9,8,20,8,20,14,112,86,117,37,132,189,673.0
43,Kirby,Aspole,Virginia,Nova-itch,19,14,1,5,15,19,173,53,170,104,143,26,669.0
44,Linn,Aleksandrikin,Illinois,Nova-itch,15,12,14,5,13,14,152,58,6,188,195,68,667.0
45,Garek,Cissen,Florida,Nova-itch,14,14,11,12,7,13,89,82,118,88,87,199,663.0
46,Jeremiah,Thomesson,Ohio,Nova-itch,4,7,0,8,7,0,26,116,103,175,80,160,660.0
47,Cris,Cowe,Missouri,Nova-itch,20,19,18,10,10,0,12,145,196,165,17,125,660.0
48,Fanny,Indruch,Georgia,Nova-itch,2,19,12,1,16,14,96,129,103,14,157,160,659.0
49,Josefa,Ilott,Texas,Nova-itch,2,2,10,15,1,17,153,58,119,28,170,130,658.0
50,Cody,Falla,Arizona,Nova-itch,9,18,2,13,1,15,112,129,69,106,97,141,654.0
51,Rosaline,Hulse,California,Nova-itch,0,17,16,5,9,15,14,111,153,109,139,125,651.0
52,Val,Orht,Florida,Nova-itch,1,6,10,9,7,2,193,60,54,62,141,138,648.0
53,Laney,Bertome,District of Columbia,Nova-itch,16,13,7,2,20,17,117,170,106,14,189,50,646.0
54,Karoly,Shanahan,Ohio,Nova-itch,14,5,17,5,2,8,179,142,117,120,50,38,646.0
55,Lief,Van Velden,Florida,Nova-itch,6,0,20,4,9,8,70,183,122,166,41,61,643.0
56,Albie,Gauthorpp,Colorado,Nova-itch,17,5,0,12,9,4,94,189,89,129,90,49,640.0
57,Darb,Dyde,Florida,Nova-itch,11,17,2,11,16,2,154,87,193,5,194,6,639.0
58,Sollie,Heijnen,Nebraska,Nova-itch,5,0,0,14,18,8,154,139,11,153,67,115,639.0
59,Tilda,MacTavish,Illinois,Nova-itch,14,8,18,20,12,5,183,12,73,168,100,102,638.0
60,Becky,Gendrich,Florida,Nova-itch,20,13,8,20,9,15,28,123,89,164,62,171,637.0
61,Beauregard,Gumly,Pennsylvania,Nova-itch,16,17,4,2,4,9,30,154,137,161,118,37,637.0
62,Jaclin,Gjerde,Washington,Nova-itch,4,10,1,1,3,3,40,37,82,149,134,192,634.0
63,Reinaldos,Mantle,California,Nova-itch,3,7,20,14,18,20,106,152,165,38,51,121,633.0
64,Amaleta,Naulty,Florida,Nova-itch,20,9,16,14,14,4,179,61,24,174,98,95,631.0
65,Arlan,Mayell,Minnesota,Nova-itch,2,2,5,8,2,13,114,14,94,135,77,196,630.0
66,Valle,Wavell,Wisconsin,Nova-itch,13,2,11,9,19,14,79,183,165,21,55,126,629.0
67,Cece,Pettko,Massachusetts,Nova-itch,13,12,11,8,15,4,190,123,37,79,66,130,625.0
68,Randal,Collumbine,Florida,Nova-itch,10,2,11,3,14,0,43,188,26,43,145,175,620.0
69,Priscilla,Bantock,Arizona,Nova-itch,6,11,10,7,4,7,107,51,108,133,89,132,620.0
70,Brandice,Fri,California,Nova-itch,7,15,19,20,19,9,124,145,60,72,123,95,619.0
71,Keelby,Boldison,Arizona,Nova-itch,10,11,14,20,5,12,79,51,108,144,181,52,615.0
72,Raviv,Haccleton,Iowa,Nova-itch,13,10,3,8,20,2,103,148,102,104,106,50,613.0
73,Mathilde,Earl,Michigan,Nova-itch,11,9,9,1,6,0,172,20,32,87,111,187,609.0
74,Mirabel,Wornum,North Dakota,Nova-itch,8,14,10,2,2,16,2,164,97,191,51,102,607.0
75,Jerrold,Thewles,Georgia,Nova-itch,14,8,12,4,15,20,125,128,161,26,158,9,607.0
76,Sheffie,Persey,California,Nova-itch,13,6,16,17,1,5,173,9,105,7,192,119,605.0
77,Lucita,Romeuf,District of Columbia,Nova-itch,1,13,12,11,5,5,26,41,30,152,197,157,603.0
78,Malena,Wooddisse,North Carolina,Nova-itch,1,11,10,14,5,13,192,17,47,181,152,14,603.0
79,Johnny,Wallbanks,Washington,Nova-itch,11,19,13,0,19,7,121,117,184,9,70,100,601.0
80,Yoshiko,Carnegy,Washington,Nova-itch,19,13,14,17,10,8,155,76,89,136,27,116,599.0
81,Mariette,Boncore,New York,Nova-itch,13,4,13,2,11,18,4,200,132,95,58,109,598.0
82,Aryn,Kimberly,Washington,Nova-itch,8,5,18,7,19,11,86,127,67,100,42,175,597.0
83,Niko,Denness,New York,Nova-itch,9,14,20,9,11,20,22,120,155,115,131,51,594.0
84,Yoko,Dilks,Oklahoma,Nova-itch,15,16,4,14,15,4,88,101,48,8,155,191,591.0
85,Malcolm,Rabb,Texas,Nova-itch,6,6,16,4,8,14,5,47,171,147,84,135,589.0
86,Alys,Sandon,Missouri,Nova-itch,1,16,19,8,10,6,34,89,45,138,167,115,588.0
87,Brinn,Petroselli,New York,Nova-itch,1,4,11,2,13,15,14,182,143,125,80,42,586.0
88,Clifford,Tersay,Illinois,Nova-itch,8,0,17,8,20,19,191,131,69,9,120,64,584.0
89,Alene,Minkin,Texas,Nova-itch,7,5,0,12,6,5,89,191,92,131,55,24,582.0
90,Jarad,Fayne,Florida,Nova-itch,6,3,7,18,12,17,18,184,147,178,34,20,581.0
91,Madge,Denk,New York,Nova-itch,6,14,7,1,1,14,37,133,102,59,142,106,579.0
92,Oliy,Laban,Louisiana,Nova-itch,13,12,0,20,10,5,78,8,162,151,166,13,578.0
93,Mortie,Gapper,Ohio,Nova-itch,6,0,0,17,16,10,123,94,18,49,188,105,577.0
94,Athene,Oiseau,Texas,Nova-itch,11,14,8,13,7,1,104,200,119,26,95,32,576.0
95,Corenda,Lalor,South Carolina,Nova-itch,6,5,5,0,4,3,81,49,175,43,70,154,572.0
96,Redford,Lissandre,Illinois,Nova-itch,9,19,17,19,20,4,0,78,134,119,85,156,572.0
97,Aleda,Ferrandez,Louisiana,Nova-itch,15,2,18,14,6,16,93,16,16,186,151,109,571.0
98,Janel,Scrigmour,North Carolina,Nova-itch,3,7,15,5,5,17,123,32,133,56,43,184,571.0
99,Arlin,Olfert,Colorado,Nova-itch,16,1,12,3,18,1,73,120,161,1,186,29,570.0
100,Ramsay,Fryett,New York,Nova-itch,10,4,19,16,20,7,63,112,173,50,70,101,569.0
101,Nickolai,Reglar,California,Nova-itch,10,17,7,11,4,2,54,97,173,32,110,100,566.0
102,Hermione,Quest,Iowa,Nova-itch,18,15,8,12,11,11,109,23,167,3,150,114,566.0
103,Lesley,Matasov,North Carolina,Nova-itch,20,12,20,1,20,11,27,59,92,54,138,195,565.0
104,Karleen,Fardy,Virginia,Nova-itch,18,8,14,12,14,11,85,161,31,137,128,22,564.0
105,Lewiss,Kellock,New York,Nova-itch,9,5,0,8,9,4,140,150,26,169,63,13,561.0
106,Sada,Buggs,Minnesota,Nova-itch,2,11,5,14,12,8,57,178,89,85,40,111,560.0
107,Farrel,Ault,Kansas,Nova-itch,4,16,3,10,1,19,108,138,97,59,82,75,559.0
108,Nydia,Hefford,New York,Nova-itch,7,17,2,8,20,10,5,38,184,96,170,66,559.0
109,Mitzi,Gilhooly,Louisiana,Nova-itch,5,17,9,0,2,12,8,2,199,1,186,154,550.0
110,Chrisse,Crux,Georgia,Nova-itch,1,1,8,18,6,7,120,194,35,150,9,33,541.0
111,Colman,Haycox,Indiana,Nova-itch,15,17,2,13,5,9,125,84,10,134,45,143,541.0
112,Stephana,Kestin,Virginia,Nova-itch,19,1,4,10,11,4,89,165,53,148,73,10,538.0
113,Raddy,Newband,Minnesota,Nova-itch,20,17,17,1,15,17,121,110,34,58,14,197,534.0
114,Cherish,Free,Texas,Nova-itch,14,4,14,18,19,14,127,80,93,163,40,31,534.0
115,Filmer,Penhall,Florida,Nova-itch,15,2,2,11,4,7,95,152,23,192,37,26,525.0
116,Hubert,Castri,Kansas,Nova-itch,19,8,0,1,7,17,158,138,106,37,74,9,522.0
117,Benoit,Ventris,Ohio,Nova-itch,9,16,1,7,7,17,1,136,40,29,171,145,522.0
118,Waite,Spalding,Nevada,Nova-itch,1,11,8,14,14,14,48,95,190,160,2,22,517.0
119,Ozzy,Luebbert,District of Columbia,Nova-itch,9,8,12,1,9,12,39,18,184,148,15,110,514.0
120,Kiah,Schirok,New York,Nova-itch,20,11,4,12,3,13,43,148,56,110,16,136,509.0
121,Nanete,Reedyhough,Arizona,Nova-itch,3,4,19,9,5,3,51,36,98,55,80,189,509.0
122,Isiahi,Prosch,New York,Nova-itch,1,20,16,19,9,7,26,160,20,100,99,101,506.0
123,Trudi,O'Doherty,Illinois,Nova-itch,8,9,18,9,12,11,0,132,10,124,70,169,505.0
124,Albert,Veart,West Virginia,Nova-itch,12,17,2,13,14,19,53,59,93,43,186,70,504.0
125,Caspar,Gascar,Tennessee,Nova-itch,3,12,20,14,15,18,50,160,124,0,6,164,504.0
126,Anabal,Enriquez,Oklahoma,Nova-itch,13,11,16,15,4,15,6,41,158,85,187,21,498.0
127,Dusty,Drew,New York,Nova-itch,0,3,15,12,1,3,41,189,56,23,56,129,494.0
128,Esta,Plunket,Texas,Nova-itch,20,0,11,20,1,11,71,53,76,25,114,151,490.0
129,Hettie,Kelwaybamber,Oklahoma,Nova-itch,13,18,9,9,17,20,64,183,90,38,92,19,486.0
130,Federica,Wasling,Connecticut,Nova-itch,0,17,2,14,3,11,25,100,24,102,173,62,486.0
131,Anabel,Adam,California,Nova-itch,10,4,20,8,3,6,76,34,188,144,7,36,485.0
132,Amity,Swansbury,Oklahoma,Nova-itch,6,11,10,14,9,5,97,31,49,166,138,3,484.0
133,Laney,Westfield,Colorado,Nova-itch,17,7,14,13,5,4,112,39,22,160,10,140,483.0
134,Quinn,Bannell,Colorado,Nova-itch,9,3,17,2,10,7,156,45,77,54,108,42,482.0
135,Berny,Dymidowski,Connecticut,Nova-itch,12,15,20,17,19,18,191,19,156,75,13,28,482.0
136,Ellwood,Snead,West Virginia,Nova-itch,8,9,8,5,2,0,83,8,142,124,118,2,477.0
137,Martha,McLorinan,Alabama,Nova-itch,11,6,0,10,7,20,75,129,54,66,99,47,470.0
138,Lishe,Teece,Arkansas,Nova-itch,13,17,3,15,0,13,77,184,18,104,81,5,469.0
139,Jean,Figge,Texas,Nova-itch,4,19,17,7,18,10,165,56,126,15,62,33,457.0
140,Dougie,Rays,California,Nova-itch,1,15,7,2,13,18,10,65,117,187,35,27,441.0
141,Antoine,Madge,Arizona,Nova-itch,11,20,15,6,14,0,57,144,95,24,63,57,440.0
142,Gerome,Maddison,New York,Nova-itch,7,0,18,18,6,0,81,87,55,16,97,96,432.0
143,Sancho,Aiken,Illinois,Nova-itch,12,1,2,12,7,18,45,6,86,12,152,124,425.0
144,Prudence,Berkeley,Nevada,Nova-itch,20,5,8,6,20,4,75,47,106,17,146,32,423.0
145,Jemmie,Pauel,Montana,Nova-itch,14,18,15,0,11,13,12,28,70,51,77,182,420.0
146,Montgomery,Warnock,Virginia,Nova-itch,8,9,15,7,13,3,47,99,65,52,42,101,406.0
147,Millard,Paydon,District of Columbia,Nova-itch,14,17,3,8,8,5,12,14,67,37,169,106,405.0
148,Witty,Stener,Texas,Nova-itch,0,11,9,0,15,2,17,71,53,19,131,111,402.0
149,Fayre,Lorens,Ohio,Nova-itch,14,3,1,7,10,6,13,92,61,128,68,37,399.0
150,Irwinn,Roblin,Hawaii,Nova-itch,7,20,14,3,13,2,150,47,11,149,17,23,397.0
151,Aeriel,Ledner,California,Nova-itch,16,12,19,15,2,7,64,41,62,56,135,23,381.0
152,Lorianne,Maffione,Texas,Nova-itch,5,3,2,13,16,20,7,77,51,119,9,117,380.0
153,Pamella,Cohani,Oklahoma,Nova-itch,9,0,15,15,13,4,39,50,165,3,55,62,374.0
154,Sunny,Scotfurth,New York,Nova-itch,12,19,7,8,4,3,40,26,195,2,91,7,361.0
155,Gertie,Fessions,Oregon,Nova-itch,4,20,16,11,17,0,8,125,14,75,8,131,361.0
156,Ly,MacCarrane,New York,Nova-itch,3,2,16,3,4,16,16,45,139,24,1,131,356.0
157,Merle,Stovold,Oklahoma,Nova-itch,16,19,2,4,11,2,52,54,136,67,2,44,355.0
158,Roana,Bampkin,California,Nova-itch,12,11,16,17,15,6,54,27,119,23,21,108,352.0
159,Jeno,Swayland,Virginia,Nova-itch,17,0,18,6,20,4,67,12,54,54,92,64,343.0
160,Caz,Nickols,Florida,Nova-itch,14,0,6,15,9,17,106,76,87,4,12,54,339.0
161,Elsa,Yousef,New York,Nova-itch,11,19,2,2,17,13,44,60,68,44,72,50,338.0
162,Isiahi,Ciciotti,Florida,Nova-itch,19,16,20,8,1,7,15,99,32,17,52,108,323.0
163,Lily,Hinemoor,District of Columbia,Nova-itch,18,6,19,11,12,16,57,88,77,12,18,63,315.0
164,Celka,Blamires,Texas,Nova-itch,19,11,14,19,2,2,7,24,177,53,22,15,298.0
165,Dorie,Maun,Kentucky,Nova-itch,4,12,6,20,18,16,58,7,0,19,87,34,205.0
